SeasonEnd,Team,Playoffs,W,PTS,oppPTS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV
1989,Utah Jazz,1,51,8588,8176,3182,6595,3068,6215,114,380,2110,2742,1050,2607,2108,720,583,1532
1989,Washington Bullets,0,40,8879,9056,3519,7591,3467,7348,52,243,1789,2318,1254,2354,2048,694,325,1291
1990,Atlanta Hawks,0,41,8901,8817,3417,7019,3293,6608,124,411,1943,2544,1273,2187,1820,717,353,1270
1990,Boston Celtics,1,52,9023,8696,3563,7148,3457,6744,106,404,1791,2153,1066,2707,2423,539,455,1256
1990,Charlotte Hornets,0,19,8232,8873,3270,7183,3065,6572,205,611,1487,1967,962,2211,2080,778,262,1226
1990,Chicago Bulls,1,55,8977,8710,3531,7090,3281,6421,250,669,1665,2140,1075,2279,2172,814,388,1247
1990,Cleveland Cavaliers,1,42,8411,8436,3214,6977,2868,6126,346,851,1637,2201,1128,2380,2106,645,512,1243
1990,Dallas Mavericks,1,47,8384,8378,3246,6831,3089,6345,157,486,1735,2261,1042,2419,1776,664,398,1228
1990,Denver Nuggets,1,43,9397,9281,3716,8015,3488,7338,228,677,1737,2201,1169,2532,2275,814,329,1136
1990,Detroit Pistons,1,59,8556,8057,3333,6980,3156,6439,177,541,1713,2252,1185,2458,1996,512,418,1233
1990,Golden State Warriors,0,37,9534,9791,3489,7208,3246,6458,243,750,2313,2858,915,2385,1978,756,488,1415
1990,Houston Rockets,1,41,8752,8632,3483,7250,3330,6759,153,491,1633,2267,1217,2638,2194,809,551,1513
1990,Indiana Pacers,1,42,8962,8949,3381,6807,3087,6037,294,770,1906,2335,940,2388,2023,552,350,1342
1990,Los Angeles Clippers,0,30,8509,8787,3319,6853,3263,6623,56,230,1815,2458,1056,2362,1978,782,507,1547
1990,Los Angeles Lakers,1,63,9079,8523,3434,7010,3125,6169,309,841,1902,2417,1097,2460,2232,655,445,1226
1990,Miami Heat,0,18,8247,9044,3383,7345,3295,7045,88,300,1393,2028,1242,2313,1957,736,388,1557
1990,Milwaukee Bucks,1,44,8691,8755,3380,7146,3171,6476,209,670,1722,2273,1108,2246,2046,826,326,1315
1990,Minnesota Timberwolves,0,22,7803,8150,3067,6876,2994,6582,73,294,1596,2137,1196,2053,1844,789,344,1197
1990,New Jersey Nets,0,17,8208,8853,3157,7415,3017,6909,140,506,1754,2350,1363,2324,1475,774,481,1360
1990,New York Knicks,1,45,8879,8763,3434,7089,3198,6379,236,710,1775,2349,1187,2426,2140,714,492,1412
1990,Orlando Magic,0,18,9090,9821,3457,7525,3341,7132,116,393,2060,2725,1304,2465,1993,617,294,1407
1990,Philadelphia 76ers,1,53,9039,8630,3437,7028,3248,6485,189,543,1976,2509,1111,2406,1932,687,365,1209
1990,Phoenix Suns,1,54,9423,8841,3544,7139,3368,6596,176,543,2159,2716,1053,2651,2109,668,501,1275
1990,Portland Trail Blazers,1,59,9365,8847,3572,7547,3382,6982,190,565,2031,2734,1355,2552,2085,749,364,1356
1990,Sacramento Kings,0,23,8341,8756,3305,7056,3089,6407,216,649,1515,1964,952,2363,2052,546,392,1239
1990,San Antonio Spurs,1,56,8718,8432,3388,6997,3334,6771,54,226,1888,2535,1163,2474,2037,799,554,1399
1990,Seattle SuperSonics,0,41,8769,8684,3466,7243,3235,6593,231,650,1606,2167,1323,2255,1874,701,335,1336
1990,Utah Jazz,1,55,8760,8367,3330,6593,3104,5963,226,630,1874,2484,953,2501,2212,677,491,1410
1990,Washington Bullets,0,31,8832,9009,3598,7581,3561,7384,37,197,1599,2093,1198,2450,2214,561,424,1201
1991,Atlanta Hawks,1,43,9003,8940,3349,7223,3078,6387,271,836,2034,2544,1235,2420,1864,729,374,1231
1991,Boston Celtics,1,56,9145,8668,3695,7214,3586,6868,109,346,1646,1997,1088,2697,2160,672,565,1320
1991,Charlotte Hornets,0,26,8428,8858,3286,7033,3155,6616,131,417,1725,2214,1027,2200,2019,759,304,1290
1991,Chicago Bulls,1,61,9024,8278,3632,7125,3477,6701,155,424,1605,2111,1148,2342,2212,822,438,1184
1991,Cleveland Cavaliers,0,33,8343,8545,3259,6857,3099,6378,160,479,1665,2176,1011,2329,2240,643,450,1281
1991,Dallas Mavericks,0,28,8195,8570,3245,6890,3052,6290,193,600,1512,1986,984,2360,1821,581,397,1186
1991,Denver Nuggets,0,20,9828,10723,3901,8868,3601,7809,300,1059,1726,2263,1520,2530,2005,856,406,1332
1991,Detroit Pistons,1,50,8205,7937,3194,6875,3063,6435,131,440,1686,2211,1206,2452,1825,487,367,1181
1991,Golden State Warriors,1,44,9564,9430,3566,7346,3296,6545,270,801,2162,2761,1113,2306,1954,803,378,1359
1991,Houston Rockets,1,52,8753,8466,3403,7287,3087,6298,316,989,1631,2200,1275,2508,1906,796,409,1402
1991,Indiana Pacers,1,41,9159,9191,3450,6994,3201,6245,249,749,2010,2479,1018,2376,2181,658,357,1355
1991,Los Angeles Clippers,0,31,8491,8774,3391,7315,3278,6881,113,434,1596,2273,1246,2500,2119,725,507,1438
1991,Los Angeles Lakers,1,58,8717,8164,3343,6911,3117,6167,226,744,1805,2261,1078,2440,2091,642,384,1203
1991,Miami Heat,0,24,8349,8840,3280,7139,3140,6675,140,464,1649,2307,1232,2302,1904,756,387,1551
1991,Milwaukee Bucks,1,48,8727,8524,3337,6948,3080,6195,257,753,1796,2241,1079,2162,2075,894,330,1321
1991,Minnesota Timberwolves,0,29,8169,8491,3265,7276,3157,6895,108,381,1531,2082,1275,2113,1885,712,440,1062
1991,New Jersey Nets,0,26,8441,8811,3311,7459,3150,6873,161,586,1658,2245,1400,2348,1782,748,600,1423
1991,New York Knicks,1,39,8455,8474,3308,6822,3123,6264,185,558,1654,2147,1053,2436,2172,638,418,1379
1991,Orlando Magic,0,31,8684,9010,3298,7256,3028,6502,270,754,1818,2447,1233,2429,1809,602,306,1391
1991,Philadelphia 76ers,1,44,8641,8656,3289,6925,3094,6307,195,618,1868,2366,984,2496,1824,678,479,1230
1991,Phoenix Suns,1,55,9348,8811,3573,7199,3435,6767,138,432,2064,2680,1132,2598,2209,687,535,1302
1991,Portland Trail Blazers,1,63,9407,8695,3577,7369,3236,6465,341,904,1912,2538,1202,2561,2254,724,410,1309
1991,Sacramento Kings,0,25,7928,8484,3086,6818,2870,6240,216,578,1540,2105,1027,2218,1991,631,513,1272
1991,San Antonio Spurs,1,55,8782,8412,3409,6988,3328,6691,81,297,1883,2459,1131,2657,2140,670,571,1445
1991,Seattle SuperSonics,1,41,8744,8643,3500,7117,3364,6690,136,427,1608,2143,1222,2173,2042,861,380,1404
1991,Utah Jazz,1,54,8527,8254,3214,6537,3066,6079,148,458,1951,2472,867,2474,2217,652,451,1305
1991,Washington Bullets,0,30,8313,8721,3390,7268,3335,6984,55,284,1478,2028,1173,2390,2081,588,468,1359
1992,Atlanta Hawks,0,38,8711,8834,3492,7476,3282,6805,210,671,1517,2074,1288,2498,2123,793,320,1255
1992,Boston Celtics,1,51,8745,8448,3543,7196,3433,6837,110,359,1549,1917,1095,2583,2072,636,484,1165
1992,Charlotte Hornets,0,31,8980,9300,3613,7568,3496,7199,117,369,1637,2168,1164,2367,2284,822,309,1273
1992,Chicago Bulls,1,67,9011,8155,3643,7168,3505,6714,138,454,1587,2132,1173,2439,2279,672,480,1088
1992,Cleveland Cavaliers,1,57,8926,8479,3427,7025,3174,6317,253,708,1819,2259,1041,2450,2260,616,621,1073
1992,Dallas Mavericks,0,22,8007,8634,3120,7104,2852,6307,268,797,1499,1999,1194,2439,1630,536,349,1202
1992,Denver Nuggets,0,24,8176,8821,3262,7380,3136,6962,126,418,1526,2067,1350,2352,1553,773,461,1447
1992,Detroit Pistons,1,48,8113,7946,3191,6867,3026,6341,165,526,1566,2108,1210,2421,1899,546,357,1212
1992,Golden State Warriors,1,55,9732,9412,3767,7427,3513,6664,254,763,1944,2606,1137,2376,2064,854,375,1353
1992,Houston Rockets,0,42,8366,8507,3273,6894,2944,5935,329,959,1491,2020,1074,2432,2058,656,571,1378
1992,Indiana Pacers,1,40,9197,9042,3498,7079,3165,6139,333,940,1868,2364,1083,2564,2398,705,393,1402
1992,Los Angeles Clippers,1,45,8440,8352,3347,7076,3202,6574,145,502,1601,2223,1132,2393,2053,824,498,1269
1992,Los Angeles Lakers,1,43,8229,8319,3183,6977,3064,6532,119,445,1744,2278,1156,2196,1803,756,400,1089
1992,Miami Heat,1,38,8608,8953,3256,7061,2999,6310,257,751,1839,2329,1187,2366,1749,670,373,1377
1992,Milwaukee Bucks,0,31,8609,8749,3321,7216,2950,6211,371,1005,1596,2104,1297,2172,2018,863,317,1350
1992,Minnesota Timberwolves,0,15,8237,8815,3366,7342,3240,6948,126,394,1379,1857,1167,2168,2025,619,526,1157
1992,New Jersey Nets,1,40,8641,8780,3473,7580,3249,6910,224,670,1471,2009,1512,2392,1937,736,615,1392
1992,New York Knicks,1,51,8328,8009,3312,6947,3111,6329,201,618,1503,2049,1185,2489,2130,634,382,1242
1992,Orlando Magic,0,21,8330,8897,3220,7102,3023,6494,197,608,1693,2268,1171,2329,1792,643,367,1389
1992,Philadelphia 76ers,0,35,8358,8462,3187,6761,2960,6081,227,680,1757,2267,1058,2309,1755,692,482,1238
1992,Phoenix Suns,1,53,9194,8707,3553,7219,3326,6623,227,596,1861,2397,1088,2558,2202,673,582,1242
1992,Portland Trail Blazers,1,57,9135,8539,3476,7352,3151,6408,325,944,1858,2463,1294,2549,2065,753,410,1328
1992,Sacramento Kings,0,29,8549,9046,3348,7189,3110,6514,238,675,1615,2162,1054,2354,1957,727,618,1360
1992,San Antonio Spurs,1,47,8524,8252,3377,7090,3259,6686,118,404,1652,2246,1229,2552,2010,729,608,1308
1992,Seattle SuperSonics,1,47,8737,8583,3380,7128,3175,6481,205,647,1772,2263,1282,2257,1877,775,448,1323
1992,Utah Jazz,1,55,8877,8353,3379,6866,3221,6408,158,458,1961,2490,1097,2543,2188,715,448,1264
1992,Washington Bullets,0,25,8395,8761,3364,7301,3218,6764,146,537,1521,1956,1069,2345,2011,713,422,1254
1993,Atlanta Hawks,1,43,8814,8885,3392,7272,3010,6196,382,1076,1648,2221,1290,2344,2084,806,278,1339
1993,Boston Celtics,1,48,8502,8429,3453,7093,3343,6710,110,383,1486,1912,1076,2436,1999,647,458,1174
1993,Charlotte Hornets,1,44,9030,9050,3512,7210,3337,6673,175,537,1831,2374,1095,2508,2161,639,473,1325
1993,Chicago Bulls,1,57,8625,8109,3475,7205,3231,6536,244,669,1431,1952,1290,2283,2133,783,410,1103
1993,Cleveland Cavaliers,1,54,8832,8303,3425,6887,3142,6145,283,742,1699,2119,929,2496,2349,615,536,1120
1993,Dallas Mavericks,0,11,8141,9387,3164,7271,2881,6434,283,837,1530,2171,1234,2265,1683,649,355,1459
1993,Denver Nuggets,0,36,8626,8769,3352,7282,3214,6828,138,454,1784,2360,1266,2564,1735,651,565,1413
1993,Detroit Pistons,0,40,8252,8366,3267,7211,2975,6303,292,908,1426,1957,1293,2315,1941,580,249,1152
1993,Golden State Warriors,0,34,9014,9095,3474,7212,3176,6360,298,852,1768,2465,1219,2384,2010,693,383,1451
1993,Houston Rockets,1,55,8531,8184,3280,6744,2893,5671,387,1073,1584,2090,985,2532,2115,682,543,1295
1993,Indiana Pacers,1,41,8836,8697,3371,7022,3114,6233,257,789,1837,2399,1220,2455,2144,615,403,1256
1993,Los Angeles Clippers,1,41,8783,8754,3544,7329,3411,6838,133,491,1562,2177,1183,2360,2242,847,491,1338
1993,Los Angeles Lakers,1,39,8546,8650,3309,6994,3122,6368,187,626,1741,2304,1103,2288,2013,782,431,1266
1993,Miami Heat,0,36,8495,8589,3127,6850,2794,5910,333,940,1908,2476,1134,2384,1688,609,350,1287
1993,Milwaukee Bucks,0,28,8392,8698,3268,6924,2956,5988,312,936,1544,2081,1050,2113,2084,863,393,1363
1993,Minnesota Timberwolves,0,19,8046,8684,3043,6529,2877,5960,166,569,1794,2247,940,2204,2001,649,455,1422
1993,New Jersey Nets,1,43,8431,8328,3272,7084,3117,6596,155,488,1732,2258,1291,2506,1872,693,526,1355
1993,New York Knicks,1,60,8328,7823,3209,6898,3016,6294,193,604,1717,2316,1150,2660,2125,680,372,1296
1993,Orlando Magic,0,41,8652,8544,3257,6708,2940,5819,317,889,1821,2495,1040,2566,1952,542,467,1429
1993,Philadelphia 76ers,0,26,8556,9029,3225,7075,2895,6134,330,941,1776,2259,1031,2431,2038,672,566,1362
1993,Phoenix Suns,1,62,9298,8752,3494,7093,3096,5998,398,1095,1912,2539,1141,2510,2087,752,455,1359
1993,Portland Trail Blazers,1,51,8898,8643,3361,7343,3086,6500,275,843,1901,2551,1226,2507,1969,770,425,1215
1993,Sacramento Kings,0,25,8847,9107,3360,7264,3098,6476,262,788,1865,2447,1137,2281,2075,768,348,1364
1993,San Antonio Spurs,1,49,8652,8433,3311,6762,3075,6070,236,692,1794,2346,919,2542,2012,582,514,1227
1993,Seattle SuperSonics,1,55,8884,8304,3473,7140,3255,6530,218,610,1720,2259,1222,2254,1906,944,409,1267
1993,Utah Jazz,1,47,8709,8531,3336,6828,3206,6414,130,414,1907,2491,1041,2463,2177,746,344,1270
1993,Washington Bullets,0,22,8353,8930,3302,7065,3128,6487,174,578,1575,2107,1031,2317,2110,673,359,1323
1994,Atlanta Hawks,1,57,8318,7886,3247,7039,2979,6209,268,830,1556,2070,1250,2423,2056,915,449,1252
1994,Boston Celtics,0,32,8267,8618,3333,7057,3195,6580,138,477,1463,2003,1037,2380,1928,674,440,1242
1994,Charlotte Hornets,0,41,8732,8750,3382,7100,3046,6184,336,916,1632,2135,1019,2475,2214,724,394,1266
1994,Chicago Bulls,1,55,8033,7780,3245,6815,3012,6156,233,659,1310,1859,1143,2391,2102,740,354,1306
1994,Cleveland Cavaliers,1,47,8296,7966,3133,6731,2839,5918,294,813,1736,2254,1090,2353,2049,705,426,1136
1994,Dallas Mavericks,0,13,7801,8514,3055,7070,2814,6297,241,773,1450,1942,1271,2150,1629,767,299,1393
1994,Denver Nuggets,1,42,8221,8099,3156,6781,2986,6184,170,597,1739,2423,1105,2557,1763,679,686,1422
1994,Detroit Pistons,0,20,7949,8587,3169,7017,2811,5976,358,1041,1253,1715,1027,2320,1767,602,309,1236
1994,Golden State Warriors,1,50,8844,8701,3512,7145,3221,6286,291,859,1529,2304,1183,2396,2198,804,511,1433
1994,Houston Rockets,1,58,8292,7938,3197,6733,2768,5448,429,1285,1469,1978,926,2619,2087,717,485,1338
1994,Indiana Pacers,1,47,8280,7997,3167,6516,2983,6016,184,500,1762,2387,1130,2409,2055,706,457,1440
1994,Los Angeles Clippers,0,27,8447,8916,3343,7163,3091,6332,252,831,1509,2128,1120,2410,2169,807,421,1474
1994,Los Angeles Lakers,0,33,8233,8585,3291,7316,3050,6513,241,803,1410,1967,1260,2204,1983,751,461,1197
1994,Miami Heat,1,42,8475,8256,3197,6896,2860,5899,337,997,1744,2223,1235,2407,1856,643,374,1315
1994,Milwaukee Bucks,0,20,7949,8480,3044,6807,2713,5788,331,1019,1530,2181,1126,2154,1946,800,407,1343
1994,Minnesota Timberwolves,0,20,7930,8498,2985,6535,2802,5978,183,557,1777,2303,990,2343,1967,600,440,1478
1994,New Jersey Nets,1,45,8461,8281,3169,7115,2946,6432,223,683,1900,2495,1300,2556,1900,696,576,1196
1994,New York Knicks,1,57,8076,7503,3098,6735,2782,5827,316,908,1564,2097,1175,2542,2067,752,385,1360
1994,Orlando Magic,1,50,8666,8347,3341,6883,2947,5746,394,1137,1590,2346,1177,2356,2070,683,456,1327
1994,Philadelphia 76ers,0,25,8033,8658,3103,6819,2785,5877,318,942,1509,2112,1012,2394,1827,663,525,1368
1994,Phoenix Suns,1,56,8876,8479,3429,7080,3085,6038,344,1042,1674,2301,1220,2453,2261,745,460,1305
1994,Portland Trail Blazers,1,47,8795,8579,3371,7427,3099,6657,272,770,1781,2396,1302,2460,2070,744,409,1210
1994,Sacramento Kings,0,28,8291,8764,3179,7027,2922,6298,257,729,1676,2292,1122,2349,2029,669,355,1333
1994,San Antonio Spurs,1,55,8202,7771,3178,6688,2929,5974,249,714,1597,2151,1189,2597,1896,561,450,1198
1994,Seattle SuperSonics,1,63,8687,7942,3338,6901,3096,6179,242,722,1769,2374,1148,2233,2112,1053,365,1262
1994,Utah Jazz,1,53,8354,8008,3207,6729,3028,6170,179,559,1761,2379,1059,2385,2179,751,364,1191
1994,Washington Bullets,0,24,8229,8834,3195,6826,2974,6082,221,744,1618,2162,1071,2189,1823,701,321,1403
1995,Atlanta Hawks,1,42,7921,7816,2986,6680,2447,5100,539,1580,1410,1948,1104,2272,1757,738,412,1221
1995,Boston Celtics,1,35,8428,8582,3179,6847,2817,5863,362,984,1708,2268,1156,2320,1783,612,361,1305
1995,Charlotte Hornets,1,50,8249,7980,3051,6438,2491,5029,560,1409,1587,2042,832,2395,2072,620,399,1224
1995,Chicago Bulls,1,47,8325,7929,3191,6710,2748,5523,443,1187,1500,2065,1106,2294,1970,797,352,1297
1995,Cleveland Cavaliers,1,43,7417,7366,2756,6255,2358,5222,398,1033,1507,1982,1045,2237,1672,630,349,1176
1995,Dallas Mavericks,0,36,8462,8700,3227,7342,2841,6142,386,1200,1622,2210,1514,2433,1941,579,348,1345
1995,Denver Nuggets,1,41,8309,8240,3098,6461,2685,5301,413,1160,1700,2305,1040,2402,1836,660,585,1381
1995,Detroit Pistons,0,28,8053,8651,3060,6633,2566,5237,494,1396,1439,1941,958,2204,1872,705,420,1318
1995,Golden State Warriors,0,26,8667,9111,3217,6873,2671,5271,546,1602,1687,2395,1101,2371,2017,649,391,1497
1995,Houston Rockets,1,47,8491,8317,3159,6579,2513,4822,646,1757,1527,2039,880,2440,2060,721,514,1322
1995,Indiana Pacers,1,52,8136,7833,2983,6248,2609,5263,374,985,1796,2390,1051,2290,1877,703,363,1340
1995,Los Angeles Clippers,0,17,7927,8678,3060,6888,2729,5837,331,1051,1476,2079,1064,2076,1805,787,435,1334
1995,Los Angeles Lakers,1,48,8616,8634,3284,7088,2759,5596,525,1492,1523,2072,1126,2316,2078,750,563,1243
1995,Miami Heat,0,32,8293,8427,3144,6738,2708,5556,436,1182,1569,2133,1092,2272,1779,662,298,1291
1995,Milwaukee Bucks,0,34,8146,8504,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,1737,674,359,1393
1995,Minnesota Timberwolves,0,21,7726,8464,2792,6219,2474,5203,318,1016,1824,2355,883,2090,1780,609,402,1400
1995,New Jersey Nets,0,30,8042,8299,2939,6738,2525,5441,414,1297,1750,2305,1213,2569,1884,544,548,1300
1995,New York Knicks,1,55,8054,7799,2985,6394,2453,4948,532,1446,1552,2114,929,2473,2055,591,387,1305
1995,Orlando Magic,1,57,9091,8512,3460,6899,2937,5487,523,1412,1648,2465,1149,2457,2281,672,488,1297
1995,Philadelphia 76ers,0,24,7820,8236,2949,6577,2594,5641,355,936,1567,2125,1105,2230,1566,643,576,1355
1995,Phoenix Suns,1,59,9073,8755,3356,6967,2772,5383,584,1584,1777,2352,1027,2403,2198,687,312,1167
1995,Portland Trail Blazers,1,44,8451,8138,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,1846,668,467,1212
1995,Sacramento Kings,0,39,8056,8138,3025,6463,2666,5426,359,1037,1647,2317,1073,2325,1824,650,457,1449
1995,San Antonio Spurs,1,62,8742,8253,3236,6687,2802,5529,434,1158,1836,2487,1029,2661,1919,656,456,1246
1995,Seattle SuperSonics,1,57,9055,8384,3310,6741,2819,5436,491,1305,1944,2564,1068,2337,2115,917,392,1295
1995,Utah Jazz,1,60,8726,8071,3243,6339,2942,5538,301,801,1939,2483,874,2412,2256,758,392,1289
1995,Washington Bullets,0,21,8242,8701,3176,6899,2743,5635,433,1264,1457,2013,1044,2219,1749,648,404,1301
1996,Atlanta Hawks,1,46,8059,7959,2985,6665,2419,5070,566,1595,1523,2012,1182,2148,1609,771,319,1228
1996,Boston Celtics,0,33,8495,8774,3163,6942,2624,5489,539,1453,1630,2284,1050,2427,1792,653,406,1302
1996,Charlotte Hornets,0,41,8431,8478,3108,6618,2524,5098,584,1520,1631,2119,987,2256,1907,582,277,1241
1996,Chicago Bulls,1,72,8625,7621,3293,6892,2749,5543,544,1349,1495,2004,1247,2411,2033,745,345,1175
1996,Cleveland Cavaliers,1,47,7473,7261,2761,5998,2165,4416,596,1582,1355,1775,867,2055,1818,674,340,1073
1996,Dallas Mavericks,0,26,8409,8811,3124,7431,2389,5392,735,2039,1426,1975,1408,2379,1913,642,342,1270
1996,Denver Nuggets,0,35,8013,8235,3001,6657,2604,5509,397,1148,1614,2173,1057,2487,1851,521,597,1265
1996,Detroit Pistons,1,46,7822,7617,2810,6122,2265,4772,545,1350,1657,2206,884,2440,1610,506,352,1215
1996,Golden State Warriors,0,36,8334,8453,3056,6700,2609,5501,447,1199,1775,2340,1173,2285,1889,706,470,1343
1996,Houston Rockets,1,48,8404,8261,3078,6638,2441,4877,637,1761,1611,2106,919,2455,1982,645,476,1245
1996,Indiana Pacers,1,52,8144,7878,2979,6205,2616,5232,363,973,1823,2416,1010,2262,1917,579,323,1335
1996,Los Angeles Clippers,0,29,8153,8448,3126,6618,2617,5244,509,1374,1392,1984,979,2190,1672,703,411,1355
1996,Los Angeles Lakers,1,53,8438,8073,3216,6706,2739,5347,477,1359,1529,2049,995,2303,2080,722,516,1163
1996,Miami Heat,1,42,7909,7792,2902,6348,2350,4890,552,1458,1553,2187,999,2495,1752,574,439,1394
1996,Milwaukee Bucks,0,25,7837,8272,3034,6490,2677,5434,357,1056,1412,1914,973,2164,1755,582,307,1295
1996,Minnesota Timberwolves,0,26,8024,8463,2974,6481,2695,5624,279,857,1797,2314,985,2271,1867,650,481,1426
1996,New Jersey Nets,0,30,7684,8031,2881,6750,2631,6004,250,746,1672,2244,1350,2503,1752,627,571,1375
1996,New York Knicks,1,47,7971,7781,3003,6382,2518,5097,485,1285,1480,1954,829,2449,1822,645,377,1272
1996,Orlando Magic,1,60,8571,8115,3203,6640,2581,4995,622,1645,1543,2232,966,2401,2080,663,406,1160
1996,Philadelphia 76ers,0,18,7746,8566,2796,6418,2304,4980,492,1438,1662,2263,1031,2161,1629,643,420,1414
1996,Phoenix Suns,1,41,8552,8525,3159,6673,2832,5689,327,984,1907,2472,1009,2501,2001,623,331,1207
1996,Portland Trail Blazers,1,44,8145,7952,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,1760,594,417,1377
1996,Sacramento Kings,1,39,8163,8385,2971,6494,2509,5300,462,1194,1759,2407,1114,2345,1829,643,436,1442
1996,San Antonio Spurs,1,59,8477,7960,3148,6602,2630,5282,518,1320,1663,2261,937,2586,2044,645,536,1195
1996,Seattle SuperSonics,1,64,8572,7933,3074,6401,2493,4805,581,1596,1843,2424,954,2449,1999,882,393,1441
1996,Toronto Raptors,0,21,7994,8610,3084,6598,2670,5430,414,1168,1412,1953,1071,2213,1927,745,493,1544
1996,Utah Jazz,1,55,8404,7864,3129,6417,2752,5404,377,1013,1769,2302,993,2373,2139,667,418,1215
1996,Vancouver Grizzlies,0,15,7362,8180,2772,6483,2400,5354,372,1129,1446,1998,957,2170,1706,728,333,1347
1996,Washington Bullets,0,39,8408,8321,3202,6618,2709,5406,493,1212,1511,2076,930,2327,1815,592,506,1327
1997,Atlanta Hawks,1,56,7774,7328,2812,6307,2153,4473,659,1834,1491,1955,1021,2350,1557,701,427,1228
1997,Boston Celtics,0,15,8248,8849,3066,6967,2599,5636,467,1331,1649,2199,1095,2188,1792,810,315,1342
1997,Charlotte Hornets,1,54,8108,7955,2988,6342,2397,4960,591,1382,1541,1984,910,2298,2021,597,349,1203
1997,Chicago Bulls,1,69,8458,7572,3277,6923,2754,5520,523,1403,1381,1848,1235,2461,2142,716,332,1109
1997,Cleveland Cavaliers,0,42,7173,7022,2704,5972,2221,4688,483,1284,1282,1773,909,2159,1714,655,315,1188
1997,Dallas Mavericks,0,24,7431,7952,2813,6452,2383,5136,430,1316,1375,1918,1040,2262,1663,654,351,1324
1997,Denver Nuggets,0,21,8020,8535,2934,6687,2298,4976,636,1711,1516,1992,994,2452,1889,503,487,1359
1997,Detroit Pistons,1,54,7723,7293,2827,6095,2245,4596,582,1499,1487,1995,858,2292,1554,632,283,1041
1997,Golden State Warriors,0,30,8171,8557,2997,6567,2516,5204,481,1363,1696,2180,1086,2259,1822,611,359,1410
1997,Houston Rockets,1,57,8248,7881,3037,6484,2366,4645,671,1839,1503,1992,927,2565,2013,685,347,1365
1997,Indiana Pacers,0,39,7819,7739,2851,6254,2421,5124,430,1130,1687,2336,1029,2390,1750,585,394,1338
1997,Los Angeles Clippers,1,36,7969,8162,2989,6696,2515,5357,474,1339,1517,2074,1092,2242,1662,733,441,1311
1997,Los Angeles Lakers,1,56,8200,7850,3018,6642,2467,5142,551,1500,1613,2330,1092,2414,1845,740,575,1222
1997,Miami Heat,1,61,7776,7326,2822,6235,2144,4370,678,1865,1454,2022,957,2402,1735,650,439,1306
1997,Milwaukee Bucks,0,33,7818,7973,2967,6303,2643,5383,324,920,1560,2104,955,2263,1610,632,348,1285
1997,Minnesota Timberwolves,1,40,7882,8003,2937,6436,2566,5343,371,1093,1637,2180,957,2302,1874,618,557,1243
1997,New Jersey Nets,0,26,7974,8348,2994,7091,2510,5720,484,1371,1502,2031,1410,2376,1726,677,481,1290
1997,New York Knicks,1,57,7819,7563,2882,6227,2412,4933,470,1294,1585,2119,973,2516,1809,629,378,1462
1997,Orlando Magic,1,45,7719,7748,2839,6497,2272,4835,567,1662,1474,1975,1071,2221,1689,694,363,1250
1997,Philadelphia 76ers,0,22,8215,8751,3003,6850,2570,5494,433,1356,1776,2450,1267,2355,1695,683,394,1437
1997,Phoenix Suns,1,40,8431,8377,3143,6705,2616,5277,527,1428,1618,2125,916,2376,2067,664,322,1180
1997,Portland Trail Blazers,1,49,8114,7772,3000,6465,2499,5064,501,1401,1613,2261,1058,2494,1710,640,435,1357
1997,Sacramento Kings,0,34,7908,8185,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,1799,588,362,1332
1997,San Antonio Spurs,0,20,7418,8064,2827,6391,2449,5211,378,1180,1386,1929,1101,2129,1661,646,431,1243
1997,Seattle SuperSonics,1,57,8274,7644,2995,6415,2436,4832,559,1583,1725,2295,1010,2271,1931,904,388,1231
1997,Toronto Raptors,0,30,7829,8085,2897,6632,2308,5008,589,1624,1446,2008,1135,2254,1714,722,517,1347
1997,Utah Jazz,1,64,8454,7733,3131,6217,2797,5315,334,902,1858,2416,889,2410,2199,748,418,1259
1997,Vancouver Grizzlies,0,14,7313,8152,2819,6453,2374,5179,445,1274,1230,1734,1023,2155,1862,657,464,1301
1997,Washington Bullets,1,44,8147,8014,3208,6678,2877,5677,331,1001,1400,1979,1010,2420,1921,712,402,1289
1998,Atlanta Hawks,1,50,7860,7572,2887,6352,2550,5336,337,1016,1749,2314,1106,2417,1569,653,491,1214
1998,Boston Celtics,0,36,7864,8079,3012,6934,2597,5685,415,1249,1425,1964,1196,2044,1816,987,366,1330
1998,Charlotte Hornets,1,51,7923,7759,2968,6344,2622,5440,346,904,1641,2186,985,2341,1941,691,312,1247
1998,Chicago Bulls,1,62,7931,7348,3064,6801,2753,5839,311,962,1492,2009,1243,2438,1952,696,353,1178
1998,Cleveland Cavaliers,1,47,7585,7361,2817,6207,2519,5406,298,801,1653,2187,955,2331,1894,814,419,1418
1998,Dallas Mavericks,0,20,7494,7995,2882,6754,2460,5571,422,1183,1308,1738,1008,2280,1535,646,466,1182
1998,Denver Nuggets,0,11,7300,8266,2677,6412,2389,5519,288,893,1658,2147,1040,2157,1547,664,393,1311
